#date=2022/01/30 18:19:41;source=MUSIALv2.0;reference=TP0558;samples=74
Sample	Homozygous_Calls	Heterozygous_Calls	Rejected_Calls	Deleted_Positions	Inserted_Positions	SNVs
PT_SIF0857	5	0	0	0	0	5
Q3	5	0	0	0	0	5
SHC-0	5	0	0	0	0	5
PT_SIF1348	5	0	0	0	0	5
PT_SIF0697	5	0	0	0	0	5
CZ33	5	0	2	0	0	3
PT_SIF1142	5	0	0	0	0	5
PT_SIF1020	5	0	0	0	0	5
PT_SIF1063	5	0	0	0	0	5
PT_SIF1140	4	0	3	0	0	1
PT_SIF1261	5	0	0	0	0	5
PT_SIF1183	5	0	0	0	0	5
GHA1	6	0	0	0	0	6
NE20	0	0	0	0	0	0
PT_SIF0877_3	5	0	0	0	0	5
A2_2	5	0	0	0	0	5
A2_1	5	0	2	0	0	3
GRA2	5	0	1	0	0	4
SHG-I2	5	0	0	0	0	5
AR2	5	0	0	0	0	5
SS14	5	0	0	0	0	5
SHD-R	5	0	0	0	0	5
PT_SIF1278	5	0	0	0	0	5
PT_SIF1156	5	0	0	0	0	5
PT_SIF1196	5	0	0	0	0	5
B3	5	0	0	0	0	5
NE17	5	0	0	0	0	5
NE19	5	0	0	0	0	5
NE12	5	0	2	0	0	3
NE13	5	0	0	0	0	5
NE14	5	0	0	0	0	5
NE15	5	0	0	0	0	5
SamoaD	6	0	0	0	0	6
PT_SIF0954	5	0	0	0	0	5
AU17	5	0	0	0	0	5
PT_SIF1127	5	0	0	0	0	5
AU15	5	0	0	0	0	5
AU16	5	0	0	0	0	5
PT_SIF0751	5	0	0	0	0	5
AU13	6	0	1	0	0	5
K3	5	0	0	0	0	5
BAL73	0	0	0	0	0	0
PT_SIF1002	5	0	0	0	0	5
PT_SIF1167	5	0	0	0	0	5
PT_SIF1200	5	0	0	0	0	5
PT_SIF1242	5	0	0	0	0	5
SW1	5	0	0	0	0	5
UW1	5	0	0	0	0	5
C3	5	0	0	0	0	5
PT_SIF1280	5	0	0	0	0	5
SW4	6	0	4	0	0	2
SW6	5	0	0	0	0	5
SW8	5	0	0	0	0	5
PT_SIF0908	5	0	0	0	0	5
Dallas	0	0	0	0	0	0
SEA86	0	0	0	0	0	0
CZ27	5	0	0	0	0	5
P3	5	0	0	0	0	5
Chicago	0	0	0	0	0	0
PT_SIF1135	5	0	0	0	0	5
MexicoA	5	0	0	0	0	5
PT_SIF1299	5	0	0	0	0	5
SHE-V	5	0	0	0	0	5
Seattle81	0	0	0	0	0	0
BosniaA	7	0	0	0	0	7
PT_SIF1252	5	0	0	0	0	5
Gauthier	6	0	0	0	0	6
NIC1	0	0	0	0	0	0
NIC2	0	0	0	0	0	0
CDC2	6	0	0	0	0	6
IND1	6	0	0	0	0	6
SAM1	6	0	0	0	0	6
BAL3	0	0	0	0	0	0
Fribourg	5	0	0	0	0	5
