#date=2022/01/30 18:19:36;source=MUSIALv2.0;reference=TP0865;samples=74
Sample	Homozygous_Calls	Heterozygous_Calls	Rejected_Calls	Deleted_Positions	Inserted_Positions	SNVs
PT_SIF0857	3	0	0	0	3	2
Q3	3	0	0	0	3	2
SHC-0	3	0	0	0	3	2
PT_SIF1348	3	0	0	0	3	2
PT_SIF0697	3	0	0	0	3	2
CZ33	3	0	1	0	0	2
PT_SIF1142	3	0	0	0	3	2
PT_SIF1020	3	0	0	0	3	2
PT_SIF1063	3	0	0	0	3	2
PT_SIF1140	3	0	0	0	3	2
PT_SIF1261	3	0	0	0	3	2
PT_SIF1183	3	0	0	0	3	2
GHA1	16	0	9	0	0	7
NE20	54	0	14	6	0	38
PT_SIF0877_3	3	0	0	0	3	2
A2_2	3	0	0	0	3	2
A2_1	3	0	1	0	3	1
GRA2	3	0	0	0	3	2
SHG-I2	3	0	0	0	3	2
AR2	3	0	1	0	0	2
SS14	3	0	0	0	3	2
SHD-R	3	0	0	0	3	2
PT_SIF1278	3	0	0	0	3	2
PT_SIF1156	3	0	0	0	3	2
PT_SIF1196	3	0	1	0	0	2
B3	3	0	0	0	3	2
NE17	3	0	1	0	0	2
NE19	3	0	0	0	3	2
NE12	3	0	0	0	3	2
NE13	3	0	0	0	3	2
NE14	3	0	1	0	3	1
NE15	3	0	0	0	3	2
SamoaD	18	0	1	1	1	15
PT_SIF0954	3	0	0	0	3	2
AU17	3	0	0	0	3	2
PT_SIF1127	3	0	0	0	3	2
AU15	3	0	0	0	3	2
AU16	3	0	0	0	3	2
PT_SIF0751	3	0	0	0	3	2
AU13	3	0	2	0	0	1
K3	3	0	0	0	3	2
BAL73	0	0	0	0	0	0
PT_SIF1002	3	0	0	0	3	2
PT_SIF1167	3	0	0	0	3	2
PT_SIF1200	3	0	0	0	3	2
PT_SIF1242	3	0	0	0	3	2
SW1	3	0	0	0	3	2
UW1	3	0	0	0	3	2
C3	3	0	0	0	3	2
PT_SIF1280	3	0	0	0	3	2
SW4	3	0	2	0	3	0
SW6	3	0	0	0	3	2
SW8	3	0	0	0	3	2
PT_SIF0908	3	0	0	0	3	2
Dallas	0	0	0	0	0	0
SEA86	22	0	17	0	0	5
CZ27	3	0	1	0	0	2
P3	3	0	0	0	3	2
Chicago	0	0	0	0	0	0
PT_SIF1135	3	0	0	0	3	2
MexicoA	3	0	0	0	3	2
PT_SIF1299	3	0	0	0	3	2
SHE-V	3	0	0	0	3	2
Seattle81	21	0	1	3	0	19
BosniaA	23	0	2	7	0	19
PT_SIF1252	3	0	0	0	3	2
Gauthier	20	0	1	1	5	16
NIC1	0	0	0	0	0	0
NIC2	0	0	0	0	0	0
CDC2	18	0	1	1	1	15
IND1	19	0	2	1	1	15
SAM1	18	0	7	0	0	11
BAL3	1	0	1	0	0	0
Fribourg	15	0	1	7	5	11
