#date=2022/01/30 18:19:41;source=MUSIALv2.0;reference=TP0967;samples=74
Sample	Homozygous_Calls	Heterozygous_Calls	Rejected_Calls	Deleted_Positions	Inserted_Positions	SNVs
PT_SIF0857	2	0	1	0	0	1
Q3	1	0	1	0	0	0
SHC-0	0	0	0	0	0	0
PT_SIF1348	0	0	0	0	0	0
PT_SIF0697	0	0	0	0	0	0
CZ33	0	0	0	0	0	0
PT_SIF1142	0	0	0	0	0	0
PT_SIF1020	1	0	1	0	0	0
PT_SIF1063	0	0	0	0	0	0
PT_SIF1140	0	0	0	0	0	0
PT_SIF1261	0	0	0	0	0	0
PT_SIF1183	1	0	1	0	0	0
GHA1	2	0	1	0	0	1
NE20	1	0	0	0	0	1
PT_SIF0877_3	1	0	1	0	0	0
A2_2	0	0	0	0	0	0
A2_1	0	0	0	0	0	0
GRA2	0	0	0	0	0	0
SHG-I2	1	0	1	0	0	0
AR2	0	0	0	0	0	0
SS14	0	0	0	0	0	0
SHD-R	1	0	1	0	0	0
PT_SIF1278	0	0	0	0	0	0
PT_SIF1156	0	0	0	0	0	0
PT_SIF1196	2	0	0	18	0	1
B3	0	0	0	0	0	0
NE17	0	0	0	0	0	0
NE19	0	0	0	0	0	0
NE12	0	0	0	0	0	0
NE13	0	0	0	0	0	0
NE14	0	0	0	0	0	0
NE15	0	0	0	0	0	0
SamoaD	9	0	0	6	0	8
PT_SIF0954	1	0	1	0	0	0
AU17	0	0	0	0	0	0
PT_SIF1127	0	0	0	0	0	0
AU15	0	0	0	0	0	0
AU16	0	0	0	0	0	0
PT_SIF0751	0	0	0	0	0	0
AU13	0	0	0	0	0	0
K3	1	0	1	0	0	0
BAL73	0	0	0	0	0	0
PT_SIF1002	2	0	0	18	0	1
PT_SIF1167	0	0	0	0	0	0
PT_SIF1200	0	0	0	0	0	0
PT_SIF1242	2	0	0	18	0	1
SW1	0	0	0	0	0	0
UW1	0	0	0	0	0	0
C3	1	0	1	0	0	0
PT_SIF1280	0	0	0	0	0	0
SW4	0	0	0	0	0	0
SW6	0	0	0	0	0	0
SW8	0	0	0	0	0	0
PT_SIF0908	2	0	2	0	0	0
Dallas	0	0	0	0	0	0
SEA86	0	0	0	0	0	0
CZ27	0	0	0	0	0	0
P3	1	0	1	0	0	0
Chicago	0	0	0	0	0	0
PT_SIF1135	0	0	0	0	0	0
MexicoA	1	0	1	0	0	0
PT_SIF1299	2	0	2	0	0	0
SHE-V	1	0	1	0	0	0
Seattle81	9	0	0	0	3	8
BosniaA	7	0	0	0	12	6
PT_SIF1252	1	0	1	0	0	0
Gauthier	6	0	0	0	12	5
NIC1	0	0	0	0	0	0
NIC2	0	0	0	0	0	0
CDC2	6	0	0	0	12	5
IND1	8	0	0	2	5	5
SAM1	9	0	0	6	0	8
BAL3	0	0	0	0	0	0
Fribourg	8	0	0	0	12	7
