#date=2022/01/30 18:19:38;source=MUSIALv2.0;reference=TP0966;samples=74
Sample	Homozygous_Calls	Heterozygous_Calls	Rejected_Calls	Deleted_Positions	Inserted_Positions	SNVs
PT_SIF0857	3	0	0	0	0	3
Q3	3	0	0	0	0	3
SHC-0	3	0	0	0	0	3
PT_SIF1348	3	0	0	0	0	3
PT_SIF0697	4	0	0	0	0	4
CZ33	2	0	1	0	0	1
PT_SIF1142	3	0	0	0	0	3
PT_SIF1020	3	0	0	0	0	3
PT_SIF1063	3	0	0	0	0	3
PT_SIF1140	3	0	2	0	0	1
PT_SIF1261	3	0	0	0	0	3
PT_SIF1183	3	0	0	0	0	3
GHA1	3	0	1	0	0	2
NE20	3	0	0	0	0	3
PT_SIF0877_3	3	0	0	0	0	3
A2_2	3	0	0	0	0	3
A2_1	3	0	0	0	0	3
GRA2	3	0	0	0	0	3
SHG-I2	3	0	0	0	0	3
AR2	3	0	0	0	0	3
SS14	3	0	0	0	0	3
SHD-R	3	0	0	0	0	3
PT_SIF1278	3	0	0	0	0	3
PT_SIF1156	4	0	0	0	0	4
PT_SIF1196	3	0	0	0	0	3
B3	3	0	0	0	0	3
NE17	3	0	0	0	0	3
NE19	3	0	1	0	0	2
NE12	3	0	1	0	0	2
NE13	3	0	1	0	0	2
NE14	3	0	2	0	0	1
NE15	3	0	0	0	0	3
SamoaD	2	0	0	0	0	2
PT_SIF0954	3	0	0	0	0	3
AU17	3	0	0	0	0	3
PT_SIF1127	3	0	0	0	0	3
AU15	4	0	1	0	0	3
AU16	3	0	0	0	0	3
PT_SIF0751	3	0	0	0	0	3
AU13	3	0	1	0	0	2
K3	3	0	0	0	0	3
BAL73	0	0	0	0	0	0
PT_SIF1002	3	0	0	0	0	3
PT_SIF1167	4	0	0	0	0	4
PT_SIF1200	3	0	0	0	0	3
PT_SIF1242	3	0	0	0	0	3
SW1	3	0	0	0	0	3
UW1	3	0	0	0	0	3
C3	3	0	0	0	0	3
PT_SIF1280	3	0	0	0	0	3
SW4	3	0	1	0	0	2
SW6	3	0	0	0	0	3
SW8	3	0	0	0	0	3
PT_SIF0908	3	0	0	0	0	3
Dallas	0	0	0	0	0	0
SEA86	1	0	0	0	0	1
CZ27	3	0	0	0	0	3
P3	3	0	1	0	0	2
Chicago	0	0	0	0	0	0
PT_SIF1135	3	0	0	0	0	3
MexicoA	4	0	0	0	0	4
PT_SIF1299	3	0	1	0	0	2
SHE-V	3	0	0	0	0	3
Seattle81	3	0	0	0	0	3
BosniaA	2	0	0	0	0	2
PT_SIF1252	3	0	0	0	0	3
Gauthier	3	0	0	0	0	3
NIC1	0	0	0	0	0	0
NIC2	1	0	1	0	0	0
CDC2	2	0	0	0	0	2
IND1	2	0	0	0	0	2
SAM1	2	0	0	0	0	2
BAL3	1	0	0	0	0	1
Fribourg	3	0	0	0	0	3
