#date=2022/01/30 18:19:41;source=MUSIALv2.0;reference=TP0858;samples=74
Sample	Homozygous_Calls	Heterozygous_Calls	Rejected_Calls	Deleted_Positions	Inserted_Positions	SNVs
PT_SIF0857	3	0	0	0	0	3
Q3	3	0	0	0	0	3
SHC-0	3	0	0	0	0	3
PT_SIF1348	3	0	0	0	0	3
PT_SIF0697	3	0	0	0	0	3
CZ33	3	0	2	0	0	1
PT_SIF1142	3	0	0	0	0	3
PT_SIF1020	3	0	0	0	0	3
PT_SIF1063	3	0	0	0	0	3
PT_SIF1140	3	0	3	0	0	0
PT_SIF1261	4	0	0	0	0	4
PT_SIF1183	3	0	0	0	0	3
GHA1	24	0	18	0	0	6
NE20	11	0	9	0	0	2
PT_SIF0877_3	3	0	0	0	0	3
A2_2	3	0	0	0	0	3
A2_1	3	0	2	0	0	1
GRA2	3	0	3	0	0	0
SHG-I2	3	0	0	0	0	3
AR2	9	0	6	0	0	3
SS14	14	0	11	0	0	3
SHD-R	3	0	0	0	0	3
PT_SIF1278	3	0	0	0	0	3
PT_SIF1156	3	0	0	0	0	3
PT_SIF1196	3	0	0	0	0	3
B3	3	0	0	0	0	3
NE17	9	0	6	0	0	3
NE19	3	0	0	0	0	3
NE12	3	0	1	0	0	2
NE13	9	0	8	0	0	1
NE14	3	0	1	0	0	2
NE15	14	0	11	0	0	3
SamoaD	40	0	18	4	3	18
PT_SIF0954	3	0	0	0	0	3
AU17	3	0	0	0	0	3
PT_SIF1127	3	0	0	0	0	3
AU15	11	0	8	0	0	3
AU16	8	0	5	0	0	3
PT_SIF0751	3	0	0	0	0	3
AU13	9	0	7	0	0	2
K3	3	0	0	0	0	3
BAL73	0	0	0	0	0	0
PT_SIF1002	3	0	0	0	0	3
PT_SIF1167	3	0	0	0	0	3
PT_SIF1200	4	0	1	0	0	3
PT_SIF1242	3	0	0	0	0	3
SW1	11	0	8	0	0	3
UW1	12	0	10	0	0	2
C3	3	0	0	0	0	3
PT_SIF1280	4	0	1	0	0	3
SW4	7	0	4	0	0	3
SW6	3	0	0	0	0	3
SW8	10	0	7	0	0	3
PT_SIF0908	3	0	0	0	0	3
Dallas	11	0	11	0	0	0
SEA86	3	0	3	0	0	0
CZ27	9	0	6	0	0	3
P3	3	0	0	0	0	3
Chicago	11	0	11	0	0	0
PT_SIF1135	3	0	0	0	0	3
MexicoA	14	0	11	0	0	3
PT_SIF1299	3	0	0	0	0	3
SHE-V	3	0	0	0	0	3
Seattle81	28	0	11	0	0	17
BosniaA	31	0	3	3	3	25
PT_SIF1252	3	0	0	0	0	3
Gauthier	46	0	18	83	3	22
NIC1	0	0	0	0	0	0
NIC2	6	0	6	0	0	0
CDC2	38	0	16	4	6	17
IND1	23	0	11	0	3	9
SAM1	33	0	3	6	9	23
BAL3	4	0	4	0	0	0
Fribourg	42	0	16	4	6	21
