#date=2022/01/30 18:19:39;source=MUSIALv2.0;reference=TP0313;samples=74
Sample	Homozygous_Calls	Heterozygous_Calls	Rejected_Calls	Deleted_Positions	Inserted_Positions	SNVs
PT_SIF0857	6	0	5	0	0	1
Q3	4	0	3	0	0	1
SHC-0	17	0	13	0	0	4
PT_SIF1348	4	0	3	0	0	1
PT_SIF0697	11	0	10	0	0	1
CZ33	6	0	6	0	0	0
PT_SIF1142	9	0	8	0	0	1
PT_SIF1020	23	0	22	0	0	1
PT_SIF1063	6	0	5	0	0	1
PT_SIF1140	2	0	1	0	0	1
PT_SIF1261	6	0	5	0	0	1
PT_SIF1183	19	0	18	0	0	1
GHA1	13	0	7	0	0	6
NE20	4	0	4	0	0	0
PT_SIF0877_3	6	0	5	0	0	1
A2_2	4	0	3	0	0	1
A2_1	5	0	4	0	0	1
GRA2	17	0	17	0	0	0
SHG-I2	10	0	8	0	0	2
AR2	11	0	10	0	0	1
SS14	10	0	9	0	0	1
SHD-R	10	0	7	0	0	3
PT_SIF1278	11	0	10	0	0	1
PT_SIF1156	11	0	10	0	0	1
PT_SIF1196	6	0	5	0	0	1
B3	6	0	5	0	0	1
NE17	7	0	6	0	0	1
NE19	9	0	8	0	0	1
NE12	6	0	5	0	0	1
NE13	6	0	5	0	0	1
NE14	13	0	12	0	0	1
NE15	11	0	10	0	0	1
SamoaD	18	0	12	0	0	6
PT_SIF0954	23	0	22	0	0	1
AU17	10	0	9	0	0	1
PT_SIF1127	10	0	9	0	0	1
AU15	10	0	9	0	0	1
AU16	7	0	6	0	0	1
PT_SIF0751	13	0	12	0	0	1
AU13	9	0	8	0	0	1
K3	8	0	6	0	0	2
BAL73	3	0	3	0	0	0
PT_SIF1002	11	0	10	0	0	1
PT_SIF1167	6	0	5	0	0	1
PT_SIF1200	4	0	3	0	0	1
PT_SIF1242	7	0	6	0	0	1
SW1	6	0	5	0	0	1
UW1	17	0	17	0	0	0
C3	10	0	5	0	0	5
PT_SIF1280	6	0	5	0	0	1
SW4	13	0	13	0	0	0
SW6	6	0	5	0	0	1
SW8	11	0	10	0	0	1
PT_SIF0908	2	0	1	0	0	1
Dallas	1	0	1	0	0	0
SEA86	7	0	7	0	0	0
CZ27	9	0	8	0	0	1
P3	11	0	6	0	0	5
Chicago	1	0	1	0	0	0
PT_SIF1135	6	0	5	0	0	1
MexicoA	9	0	8	0	0	1
PT_SIF1299	6	0	5	0	0	1
SHE-V	10	0	6	0	0	4
Seattle81	12	0	12	0	0	0
BosniaA	17	0	11	0	0	6
PT_SIF1252	10	0	9	0	0	1
Gauthier	19	0	14	0	0	5
NIC1	5	0	5	0	0	0
NIC2	2	0	2	0	0	0
CDC2	18	0	13	0	0	5
IND1	15	0	10	0	0	5
SAM1	14	0	8	0	0	6
BAL3	11	0	11	0	0	0
Fribourg	19	0	14	0	0	5
